paper_id,decision,rule_triggered,confidence,needs_human
REC_1567,EXCLUDE,E1..E4,1.0,NO
REC_1568,EXCLUDE,E1..E4,1.0,NO
REC_1571,EXCLUDE,E1..E4,1.0,NO
REC_1572,EXCLUDE,E1..E4,1.0,NO
REC_1574,EXCLUDE,E1..E4,1.0,NO
REC_1575,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_1577,EXCLUDE,E1..E4,1.0,NO
REC_1578,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1579,EXCLUDE,E1..E4,1.0,NO
REC_1580,EXCLUDE,E1..E4,1.0,NO
REC_1583,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1584,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1585,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1586,EXCLUDE,E1..E4,1.0,NO
REC_1588,EXCLUDE,E1..E4,1.0,NO
REC_1590,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1591,EXCLUDE,E1..E4,1.0,NO
REC_1592,EXCLUDE,E1..E4,1.0,NO
REC_1595,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1596,EXCLUDE,E1..E4,1.0,NO
REC_1597,EXCLUDE,E1..E4,1.0,NO
REC_1599,EXCLUDE,E1..E4,1.0,NO
REC_1600,EXCLUDE,E1..E4,1.0,NO
REC_1605,EXCLUDE,E1..E4,1.0,NO
REC_1607,EXCLUDE,E1..E4,1.0,NO
REC_1611,EXCLUDE,E1..E4,1.0,NO
REC_1613,EXCLUDE,E1..E4,1.0,NO
REC_1614,EXCLUDE,E1..E4,1.0,NO
REC_1616,EXCLUDE,E1..E4,1.0,NO
REC_1618,EXCLUDE,E1..E4,1.0,NO
REC_1621,EXCLUDE,E1..E4,1.0,NO
REC_1622,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1623,EXCLUDE,E1..E4,1.0,NO
REC_1624,EXCLUDE,E1..E4,1.0,NO
REC_1629,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1630,EXCLUDE,E1..E4,1.0,NO
REC_1631,EXCLUDE,E1..E4,1.0,NO
REC_1633,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1634,EXCLUDE,E1..E4,1.0,NO
REC_1635,EXCLUDE,E1..E4,1.0,NO
REC_1638,EXCLUDE,E1..E4,1.0,NO
REC_1639,EXCLUDE,E1..E4,1.0,NO
REC_1641,EXCLUDE,E1..E4,1.0,NO
REC_1644,EXCLUDE,E1..E4,1.0,NO
REC_1645,EXCLUDE,E1..E4,1.0,NO
REC_1648,EXCLUDE,E1..E4,1.0,NO
REC_1649,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1650,EXCLUDE,E1..E4,1.0,NO
REC_1651,EXCLUDE,E1..E4,1.0,NO
REC_1652,EXCLUDE,E1..E4,1.0,NO
REC_1657,EXCLUDE,E1..E4,1.0,NO
REC_1658,EXCLUDE,E1..E4,1.0,NO
REC_1661,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1664,EXCLUDE,E1..E4,1.0,NO
REC_1665,EXCLUDE,E1..E4,1.0,NO
REC_1666,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1668,EXCLUDE,E1..E4,1.0,NO
REC_1670,EXCLUDE,E1..E4,1.0,NO
REC_1677,EXCLUDE,E1..E4,1.0,NO
REC_1680,EXCLUDE,E1..E4,1.0,NO
REC_1681,EXCLUDE,E1..E4,1.0,NO
REC_1682,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1683,EXCLUDE,E1..E4,1.0,NO
REC_1684,EXCLUDE,E1..E4,1.0,NO
REC_1685,EXCLUDE,E1..E4,1.0,NO
REC_1686,EXCLUDE,E1..E4,1.0,NO
REC_1687,EXCLUDE,E1..E4,1.0,NO
REC_1689,EXCLUDE,E1..E4,1.0,NO
REC_1690,EXCLUDE,E1..E4,1.0,NO
REC_1691,EXCLUDE,E1..E4,1.0,NO
REC_1692,EXCLUDE,E1..E4,1.0,NO
REC_1693,EXCLUDE,E1..E4,1.0,NO
REC_1698,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1699,EXCLUDE,E1..E4,1.0,NO
REC_1707,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1708,BORDERLINE_EXCLUDE,E1..E4,0.5,YES
REC_1710,EXCLUDE,E1..E4,1.0,NO
REC_1712,BORDERLINE_EXCLUDE,E1..E4,0.7,NO
REC_1713,EXCLUDE,E1..E4,1.0,NO
REC_1719,EXCLUDE,E1..E4,1.0,NO
